publisher,genres,game,title,release_date,price,id,developer
Aerosoft GmbH,['Simulation'],X-Plane 11 - Add-on: Aerosoft - Airport Calvi,X-Plane 11 - Add-on: Aerosoft - Airport Calvi,2017,17.99,614002,SimTeam
"CINEMAX, s.r.o.",['Audio Production'],Rytmik Ultimate – Rytmik Player,Rytmik Ultimate – Rytmik Player,2017,0,626650,"CINEMAX, s.r.o."
"CINEMAX, s.r.o.",['Audio Production'],Rytmik Player,Rytmik Player,2017,,430890,"CINEMAX, s.r.o."
,"['Adventure', 'Indie']",White Noise 2 - Astaroth,White Noise 2 - Astaroth,2017,1.99,623890,Milkstone Studios
Dovetail Games,['Simulation'],TS Marketplace: Gresley Coach Pack 04 Add-On,TS Marketplace: Gresley Coach Pack 04 Add-On,2017,4.99,512315,Matrix Trains
Dovetail Games,['Simulation'],TS Marketplace: GWR High Waist Collett Coaches Pack 01 Add-On,TS Marketplace: GWR High Waist Collett Coaches Pack 01 Add-On,2017,4.99,513096,Matrix Trains
Dovetail Games,['Simulation'],TS Marketplace: GWR High Waist Collett Coaches Pack 02 Add-On,TS Marketplace: GWR High Waist Collett Coaches Pack 02 Add-On,2017,4.99,513097,Matrix Trains
Dovetail Games,['Simulation'],TS Marketplace: GWR High Waist Collett Coaches Pack 03 Add-On,TS Marketplace: GWR High Waist Collett Coaches Pack 03 Add-On,2017,4.99,513098,Matrix Trains
"David OReilly, Double Fine Presents","['Casual', 'Indie', 'RPG', 'Simulation']",Everything,Everything,2017,14.99,582270,David OReilly
,,Dan Cummins: Don't Wake The Bear,Dan Cummins: Don't Wake The Bear,2017,9.99,614980,
Microids,['Adventure'],Syberia 3 - Deluxe Upgrade,Syberia 3 - Deluxe Upgrade,2017,12.99,625350,Microids
Fortune Game Limited,"['Action', 'Casual', 'Free to Play', 'Massively Multiplayer', 'RPG']",Dark War,Dark War,2016,,547370,QinGuo
Degica,"['Design &amp; Illustration', 'Web Publishing']",RPG Maker MV - Karugamo Contemporary BGM Pack 02,RPG Maker MV - Karugamo Contemporary BGM Pack 02,2017,9.99,624850,"KADOKAWA,Yoji Ojima"
,,Harland Williams: What a Treat,Harland Williams: What a Treat,2015,2.99,627540,
Interplay Entertainment Corp.,['Strategy'],Battle Chess,Battle Chess,1988,9.99,622830,Interplay Entertainment Corp.
Degica,"['Design &amp; Illustration', 'Web Publishing']",RPG Maker MV - Elemental Dungeons Tiles,RPG Maker MV - Elemental Dungeons Tiles,2017,9.99,580050,"KADOKAWA,Yoji Ojima,Sherman3D"
,,Southpaw,Southpaw,2015,3.99,621760,
,"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - Ddraig Goch's Tyranny 2 (Token Pack),Fantasy Grounds - Ddraig Goch's Tyranny 2 (Token Pack),2017,5.99,622090,"SmiteWorks USA, LLC"
,"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - Ddraig Goch's Tyranny 3 (Token Pack),Fantasy Grounds - Ddraig Goch's Tyranny 3 (Token Pack),2017,5.99,622160,"SmiteWorks USA, LLC"
,"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - Ddraig Goch's Tyranny 4 (Token Pack),Fantasy Grounds - Ddraig Goch's Tyranny 4 (Token Pack),2017,5.99,622210,"SmiteWorks USA, LLC"
"Double Coconut, WhisperGames","['Adventure', 'Casual', 'Indie']",Parallyzed,Parallyzed,2017,3.99,545670,Koreez
,"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - Ddraig Goch's Tyranny 5 (Token Pack),Fantasy Grounds - Ddraig Goch's Tyranny 5 (Token Pack),2017,5.99,622240,"SmiteWorks USA, LLC"
,"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - Ddraig Goch's Tyranny 7 (Token Pack),Fantasy Grounds - Ddraig Goch's Tyranny 7 (Token Pack),2017,5.99,622280,"SmiteWorks USA, LLC"
,"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - Ddraig Goch's Tyranny 6 (Token Pack),Fantasy Grounds - Ddraig Goch's Tyranny 6 (Token Pack),2017,5.99,622260,"SmiteWorks USA, LLC"
Evil Twin Artworks,"['Action', 'Adventure', 'Indie', 'RPG', 'Strategy']",Man O' War: Corsair - Warhammer Naval Battles,Man O' War: Corsair - Warhammer Naval Battles,2017,29.99,344240,Evil Twin Artworks
Amaterasu Software,['RPG'],False Shelter,False Shelter,2017,0.99,621150,Amaterasu Software
Dovetail Games - Trains,['Simulation'],Train Simulator: Southern Railway S15 Class Steam Loco Add-On,Train Simulator: Southern Railway S15 Class Steam Loco Add-On,2017,19.99,448191,Bossman Games
Dovetail Games - Flight,['Simulation'],FSX Steam Edition: Toposim South America,FSX Steam Edition: Toposim South America,2017,34.99,609823,Toposim
Ripstone,"['Casual', 'Indie', 'Simulation', 'Sports', 'Strategy']",Pure Hold'em - 100% Hemp Card Deck,Pure Hold'em - 100% Hemp Card Deck,2017,1.99,438960,VooFoo Studios
"WhisperGames, Deck13",['Indie'],The Shape Of Heart - Episode II,The Shape Of Heart - Episode II,2017,0.99,572500,Dragon Whisper Game
,"['Simulation', 'Strategy']",Order of Battle: Kriegsmarine,Order of Battle: Kriegsmarine,2017,9.99,563210,The Artistocrats
Big Fish Games,"['Adventure', 'Casual']",Grim Tales: The Legacy Collector's Edition,Grim Tales: The Legacy Collector's Edition,2017,9.99,623360,Elephant Games
Strategy First,['Simulation'],Ironclads 2: Boshin War,Ironclads 2: Boshin War,2017,9.99,602860,Totem Games
Robot Entertainment,"['Action', 'Free to Play', 'Strategy']",Orcs Must Die! Unchained,Orcs Must Die! Unchained,2017,0,427270,Robot Entertainment
,,Comedy Dynamics: Coming to The Stage,Comedy Dynamics: Coming to The Stage,2015,29.99,609500,
tinyBuild,"['Action', 'Adventure', 'Indie']",The Only Traitor DLC,The Only Traitor DLC,2017,4.99,595290,"Oleg Sergeev,Andrey Rumak,Do My Best"
Blue Sunset Games,"['Action', 'Casual', 'Indie']",Animal Rivals,Animal Rivals,2017,4.99,617420,Blue Sunset Games
Artery Games,"['Action', 'Indie']",Theatre of Doom,Theatre of Doom,2017,9.99,553020,Artery Games
Hudell Tales,"['Casual', 'RPG', 'Simulation', 'Early Access']",Fantasy Farming: Orange Season,Fantasy Farming: Orange Season,2017,13.99,416000,Hudell Tales
,"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - Cat & Mouse (5E),Fantasy Grounds - Cat &amp; Mouse (5E),2017,14.99,625110,"SmiteWorks USA, LLC"
,,Yu-Gi-Oh! 5D's,Yu-Gi-Oh! 5D's,2008,2.99,594880,
,"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - TimeZero: Operative's Manual (Savage Worlds),Fantasy Grounds - TimeZero: Operative's Manual (Savage Worlds),2017,19.99,560500,"SmiteWorks USA, LLC"
,"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - B04 The Cave Beast Hoard (5E),Fantasy Grounds - B04 The Cave Beast Hoard (5E),2017,5.99,608100,"SmiteWorks USA, LLC"
,"['Action', 'Adventure']",Watch_Dogs® 2 - Kick It Pack,Watch_Dogs® 2 - Kick It Pack,2017,6.99,597073,Ubisoft
,"['Action', 'Adventure']",Watch_Dogs® 2 - Bay Area Thrash Pack,Watch_Dogs® 2 - Bay Area Thrash Pack,2017,2.99,597075,Ubisoft
,"['Action', 'Adventure']",Watch_Dogs® 2 - Ride Britannia Pack,Watch_Dogs® 2 - Ride Britannia Pack,2017,6.99,597072,Ubisoft
,"['Action', 'Adventure']",Watch_Dogs® 2 - Velvet Cowboy,Watch_Dogs® 2 - Velvet Cowboy,2017,4.99,597074,Ubisoft
HeR Interactive,['Adventure'],Nancy Drew®: The Final Scene,Nancy Drew®: The Final Scene,2001,6.99,615730,HeR Interactive
ONEVISION GAMES,"['Adventure', 'Casual', 'Indie', 'Early Access']",ESSENCE,ESSENCE,2017,20.0,482440,ONEVISION GAMES
Foolish Mortals Games,"['Adventure', 'Casual', 'Indie']",MMM: Murder Most Misfortunate,MMM: Murder Most Misfortunate,2017,4.99,525690,Foolish Mortals Games
,,Teenage Ghost Punk,Teenage Ghost Punk,2017,3.99,610630,
,,Skyquake,Skyquake,2017,3.99,610640,
Fancy Fish Games,"['Adventure', 'Indie']",＜/reality＞,＜/reality＞,2017,11.99,562280,Fancy Fish Games
,,Joe Piscopo: A Night at Club Piscopo,Joe Piscopo: A Night at Club Piscopo,2011,2.99,625810,
"KOEI TECMO GAMES CO., LTD.",['Strategy'],Romance of the Three Kingdoms Ⅴ with Power Up Kit / 三國志Ⅴ with パワーアップキット,Romance of the Three Kingdoms Ⅴ with Power Up Kit / 三國志Ⅴ with パワーアップキット,2017,19.99,521750,"KOEI TECMO GAMES CO., LTD."
,"['Adventure', 'Indie']",＜/reality＞ Original Soundtrack,＜/reality＞ Original Soundtrack,2017,3.99,626850,Fancy Fish Games
"KOEI TECMO GAMES CO., LTD.",['RPG'],Taikou Risshiden / 太閤立志伝,Taikou Risshiden / 太閤立志伝,2017,12.99,521760,"KOEI TECMO GAMES CO., LTD."
"KOEI TECMO GAMES CO., LTD.",['RPG'],Uncharted Waters / 大航海時代,Uncharted Waters / 大航海時代,2017,12.99,521720,"KOEI TECMO GAMES CO., LTD."
Dogenzaka Lab,['Adventure'],The Charming Empire,The Charming Empire,2017,29.99,505090,OperaHouse Corporation
,"['Action', 'Free to Play', 'Strategy']",Orcs Must Die! Unchained - Hero Bundle,Orcs Must Die! Unchained - Hero Bundle,2017,29.99,625030,Robot Entertainment
Sierra,"['Simulation', 'Strategy']",Police Quest: SWAT 2,Police Quest: SWAT 2,1998,5.99,607120,Yosemite Entertainment
Activision,"['Action', 'Simulation']",SWAT 3: Tactical Game of the Year Edition,SWAT 3: Tactical Game of the Year Edition,2001,9.99,560370,Sierra
,"['Casual', 'Simulation']",Rocksmith® 2014 Edition – Remastered – Bob Marley & The Wailers - “Is This Love”,Rocksmith® 2014 Edition – Remastered – Bob Marley &amp; The Wailers - “Is This Love”,2017,2.99,590197,Ubisoft - San Francisco
,"['Casual', 'Simulation']","Rocksmith® 2014 Edition – Remastered – Bob Marley & The Wailers - “No Woman, No Cry”","Rocksmith® 2014 Edition – Remastered – Bob Marley &amp; The Wailers - “No Woman, No Cry”",2017,2.99,590196,Ubisoft - San Francisco
,['Action'],Tom Clancy's Rainbow Six® Siege - Buck Ghost Recon Wildlands® Set,Tom Clancy's Rainbow Six® Siege - Buck Ghost Recon Wildlands® Set,2017,7.99,622330,Ubisoft Montreal
Tribute Games Inc.,"['Action', 'Adventure', 'Indie']",Flinthook,Flinthook,2017,14.99,401710,Tribute Games Inc.
,"['Action', 'Adventure', 'Indie']",Flinthook Deluxe DLC,Flinthook Deluxe DLC,2017,6.99,616530,Tribute Games Inc.
,,Gold,Gold,2017,4.99,597370,
Pragmatix Ltd,"['Action', 'Free to Play', 'Indie', 'Massively Multiplayer', 'Strategy']",ONRAID,ONRAID,2017,0,511800,Pragmatix Ltd
Axyos Games,"['Action', 'Adventure', 'Casual', 'Indie']",Crispy Chicken,Crispy Chicken,2017,4.99,546380,Axyos Games
,"['Adventure', 'Simulation', 'Sports']",theHunter™: Call of the Wild - Facing the Wild #1,theHunter™: Call of the Wild - Facing the Wild #1,2017,,619790,Expansive Worlds
AEY Inc.,"['Adventure', 'Indie']",Casino Noir,Casino Noir,2017,4.99,586470,Paper Pirates
Anawiki Games,"['Casual', 'Indie']",Magic Heroes: Save Our Park,Magic Heroes: Save Our Park,2017,7.99,616860,Anawiki Games
Aerosoft GmbH,['Simulation'],X-Plane 11 - Add-on: Aerosoft - Airport Maastricht-Aachen,X-Plane 11 - Add-on: Aerosoft - Airport Maastricht-Aachen,2017,14.99,614001,XYZ Visuals
Pixelatto,"['Design &amp; Illustration', 'Utilities']",Card Creator,Card Creator,2017,19.99,523600,Pixelatto
Focus Home Interactive,"['Action', 'Adventure', 'Indie', 'RPG']",Shiness: The Lightning Kingdom,Shiness: The Lightning Kingdom,2017,29.99,366640,Enigami
Trion Worlds,"['Free to Play', 'Massively Multiplayer', 'RPG']",RIFT - Ascended Essentials Pack,RIFT - Ascended Essentials Pack,2017,39.99,623530,Trion Worlds
Dagestan Technology,"['Action', 'Casual', 'Indie', 'Early Access']",Life Beetle,Life Beetle,2017,0.99,527480,Grizlikyt
Capcom,['Action'],The Disney Afternoon Collection,The Disney Afternoon Collection,2017,19.99,525040,"Capcom,Digital Eclipse"
Focus Home Interactive,"['Action', 'Adventure', 'Indie', 'RPG']",Shiness: The Lightning Kingdom - Maherian Language Pack,Shiness: The Lightning Kingdom - Maherian Language Pack,2017,0,585640,Enigami
Adam DeLease,"['Action', 'Adventure', 'Indie']",Aesthetic Melody,Aesthetic Melody,2017,2.99,618360,Adam DeLease
,"['Casual', 'Indie', 'RPG', 'Simulation', 'Strategy']",Tabletop Simulator - Indonesia,Tabletop Simulator - Indonesia,2017,6.99,468721,Berserk Games
,,Altitude,Altitude,2017,4.99,620010,
EPICBEYOND Studios,"['Action', 'Adventure', 'Indie', 'Massively Multiplayer', 'RPG', 'Early Access']",Kingdom of Loot,Kingdom of Loot,2017,8.99,466220,EPICBEYOND Studios
Mystery Egg Games,"['Action', 'Indie']",GUNGUNGUN,GUNGUNGUN,2017,4.99,544400,Mystery Egg Games
Sekai Project,"['Casual', 'Free to Play', 'Simulation']",Lucid9 - Soundtrack,Lucid9 - Soundtrack,2017,0,578000,Fallen Snow Studios
OC Game Studio,"['Action', 'Casual', 'Indie', 'Racing', 'Simulation']",Sphere Complex,Sphere Complex,2016,4.99,550600,OC Game Studio
Aldorlea Games,"['Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']",Last Heroes 4,Last Heroes 4,2017,1.99,607020,Warfare Studios
GameChanger Studio,"['Casual', 'Indie']",GoBlock's Impossible Medley,GoBlock's Impossible Medley,2017,0.99,619220,Gambreng Games
Siberian Digital,['Indie'],My Name is You,My Name is You,2017,5.99,601650,Nikita Kaf
marnamai,"['Action', 'Free to Play']",Half-Life 2: DownFall,Half-Life 2: DownFall,2017,0,587650,marnamai
Obi-Wanya,"['Action', 'Indie']",Encounter of Galaxies,Encounter of Galaxies,2017,1.99,615390,Obi-Wanya
Interplay Entertainment Corp.,"['Action', 'Adventure', 'Strategy']",Shogo: Mobile Armor Division,Shogo: Mobile Armor Division,1998,9.99,610860,Monolith Productions
MoYi Technology,['Action'],iStorm,iStorm,2017,0,610940,MoYi Technology
Big Fish Games,"['Adventure', 'Casual']",Nightmare Adventures: The Turning Thorn,Nightmare Adventures: The Turning Thorn,2017,6.99,622620,Ghost Ship Studios
Dagestan Technology,"['Action', 'Indie', 'RPG']",One Star,One Star,2017,2.99,621530,Spectrum Games
JMJ Interactive,"['Action', 'Indie']",Akihabara - Pure Beat,Akihabara - Pure Beat,2017,0,587980,JMJ Interactive
,"['Action', 'Indie', 'RPG']",Kronos - Wisdom Trials,Kronos - Wisdom Trials,2017,0,620820,UroboroStudio
Degica,"['Design &amp; Illustration', 'Web Publishing']",RPG Maker VX Ace - Sci-Fi Battler Pack 2,RPG Maker VX Ace - Sci-Fi Battler Pack 2,2017,7.99,618680,KADOKAWA
Degica,"['Design &amp; Illustration', 'Web Publishing']",RPG Maker VX Ace - Time Fantasy: Winter Tiles,RPG Maker VX Ace - Time Fantasy: Winter Tiles,2017,4.99,618681,KADOKAWA
Degica,"['Design &amp; Illustration', 'Web Publishing']",RPG Maker VX Ace - Ancient Dungeons: Jungle,RPG Maker VX Ace - Ancient Dungeons: Jungle,2017,17.99,618682,"KADOKAWA,Celianna"
Degica,"['Design &amp; Illustration', 'Web Publishing']",RPG Maker VX Ace - Aztec Character Pack,RPG Maker VX Ace - Aztec Character Pack,2017,6.99,618770,KADOKAWA
,"['Indie', 'RPG']",Cosmic Star Heroine Official Soundtrack,Cosmic Star Heroine Official Soundtrack,2017,9.99,621210,Zeboyd Games
Degica,"['Design &amp; Illustration', 'Web Publishing']",RPG Maker VX Ace - Spanish Guitar Strings,RPG Maker VX Ace - Spanish Guitar Strings,2017,13.99,618771,Murray Atkinson
starmops,"['Action', 'Adventure', 'Casual', 'Indie']",ZRoll,ZRoll,2017,0.99,458600,"KxONE,Andrew Drumov,starmops"
5th Planet Games,"['Free to Play', 'Massively Multiplayer', 'RPG']",Age of Heroes: Conquest,Age of Heroes: Conquest,2017,0,599060,5th Planet Games
"KOEI TECMO GAMES CO., LTD.",['Action'],DOA5LR Shrine Maiden Costume Set,DOA5LR Shrine Maiden Costume Set,2017,19.99,614020,"Team NINJA,KOEI TECMO GAMES CO., LTD."
AAG Studio,"['Action', 'Indie']",Nighthaw-X3000,Nighthaw-X3000,2017,4.99,606190,N94Games
"Ogre Head Studio, Coconut Island Games, Dangen Entertainment","['Action', 'Indie']",Asura: Vengeance Expansion,Asura: Vengeance Expansion,2017,9.99,524640,Ogre Head Studio
Big Fun Games,['Strategy'],Cyborg Tower Defense,Cyborg Tower Defense,2017,5.99,606940,Big Fun Games
Specialbit Studio,"['Adventure', 'Casual', 'Indie']",Sonya: The Great Adventure,Sonya: The Great Adventure,2017,6.99,558780,Specialbit Studio
Ogre Head Studio,"['Action', 'Indie']",Asura Original Soundtrack,Asura Original Soundtrack,2017,0.99,584630,Ogre Head Studio
,"['Design &amp; Illustration', 'Web Publishing']",RPG Maker MV - Sci Fi Battlers 2,RPG Maker MV - Sci Fi Battlers 2,2017,7.99,618660,"KADOKAWA,Yoji Ojima"
,"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - Copper Dragons (Token Pack),Fantasy Grounds - Copper Dragons (Token Pack),2017,2.99,620880,"SmiteWorks USA, LLC"
,"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - Bronze Dragons (Token Pack),Fantasy Grounds - Bronze Dragons (Token Pack),2017,2.99,620830,"SmiteWorks USA, LLC"
,"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - Black Dragons (Token Pack),Fantasy Grounds - Black Dragons (Token Pack),2017,2.99,620290,"SmiteWorks USA, LLC"
,"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - Brass Dragons (Token Pack),Fantasy Grounds - Brass Dragons (Token Pack),2017,2.99,620810,"SmiteWorks USA, LLC"
,"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - Blue Dragons (Token Pack),Fantasy Grounds - Blue Dragons (Token Pack),2017,2.99,620780,"SmiteWorks USA, LLC"
,"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - Animals 2 (Token Pack),Fantasy Grounds - Animals 2 (Token Pack),2017,4.99,621160,"SmiteWorks USA, LLC"
,"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - Shaintar: The Burning Heart (Savage Worlds),Fantasy Grounds - Shaintar: The Burning Heart (Savage Worlds),2017,4.99,585870,"SmiteWorks USA, LLC"
,"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - The Undying (Token Pack),Fantasy Grounds - The Undying (Token Pack),2017,4.99,620990,"SmiteWorks USA, LLC"
,"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - Mini-Dungeon #024: The Lapis Maiden of Serena Hortum (PFRPG),Fantasy Grounds - Mini-Dungeon #024: The Lapis Maiden of Serena Hortum (PFRPG),2017,2.99,597950,"SmiteWorks USA, LLC"
,"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - Mini-Dungeon #025: The Choker Lair (PFRPG),Fantasy Grounds - Mini-Dungeon #025: The Choker Lair (PFRPG),2017,2.99,608200,"SmiteWorks USA, LLC"
,"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - Expanding Classes (Castles & Crusades),Fantasy Grounds - Expanding Classes (Castles &amp; Crusades),2017,9.99,602870,"SmiteWorks USA, LLC"
,"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - Mini-Dungeon #026: Sanctuary of Exsanguination (PFRPG),Fantasy Grounds - Mini-Dungeon #026: Sanctuary of Exsanguination (PFRPG),2017,2.99,610830,"SmiteWorks USA, LLC"
,"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - Mini-Dungeon #028: Throne of the Dwellers in Dreams (PFRPG),Fantasy Grounds - Mini-Dungeon #028: Throne of the Dwellers in Dreams (PFRPG),2017,2.99,610870,"SmiteWorks USA, LLC"
,"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - Mini-Dungeon #029: Heart of the Sacred Dawn (PFRPG),Fantasy Grounds - Mini-Dungeon #029: Heart of the Sacred Dawn (PFRPG),2017,2.99,611270,"SmiteWorks USA, LLC"
,"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - Mini-Dungeon #030: The Burning Tree of Coilltean Grove (PFRPG),Fantasy Grounds - Mini-Dungeon #030: The Burning Tree of Coilltean Grove (PFRPG),2017,2.99,611310,"SmiteWorks USA, LLC"
,"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - Mini-Dungeon #027: Kaltenheim (PFRPG),Fantasy Grounds - Mini-Dungeon #027: Kaltenheim (PFRPG),2017,2.99,610850,"SmiteWorks USA, LLC"
,"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - White Dragons (Token Pack),Fantasy Grounds - White Dragons (Token Pack),2017,2.99,620970,"SmiteWorks USA, LLC"
Chess no choke games,"['Action', 'Adventure', 'Casual', 'Indie']",Outrunner,Outrunner,2017,0.99,620240,Outcorp
Outcorp,"['Casual', 'Indie']",Outrunner Soundtrack,Outrunner Soundtrack,2017,0.99,622960,Outcorp
VGstudio,"['Action', 'Racing', 'Simulation', 'Sports']",Crazy Buggy Racing,Crazy Buggy Racing,2017,4.99,610780,VGstudio
DoubtfulSoup,"['Casual', 'Indie', 'Strategy']",Cubrick,Cubrick,2017,1.99,620340,DoubtfulSoup
GSC Game World,['Strategy'],Expansion - Cossacks 3: Guardians of the Highlands,Expansion - Cossacks 3: Guardians of the Highlands,2017,7.99,615380,GSC Game World
VGstudio,"['Action', 'Racing', 'Simulation', 'Sports']",Crazy Buggy Racing Soundtracks,Crazy Buggy Racing Soundtracks,2017,2.99,622390,VGstudio
